Upstream commit,Date,Summary,Paths touched,Decision,Notes
2624d2e60dec111a540fc2646568580b771f48ee,2025-05-14,(Dependencies) Remove flex and bison requirement,src/frontend/SageIII/CMakeLists.txt src/frontend/SageIII/lex.yy.C.pre src/frontend/SageIII/omp-lex.yy.C.pre src/frontend/SageIII/ompparser.C.pre src/frontend/SageIII/ompparser.h.pre,drop,CMake layout diverged; pre generated files not present in REX
20d9e759a2658d3f76698a91f1545cacc9c59242,2025-05-14,(Testing) Add script to validate file generation,.gitlab-ci.yml scripts/check-generated-files.sh,drop,CI tooling not used in REX
e534edd93a793443579e5ee39c32c347a17a7266,2025-05-14,(CMake) Change subdirectories to match automake,src/midend/programAnalysis/CMakeLists.txt src/midend/programAnalysis/systemDependenceGraph/cfgNodeFilter.C src/midend/programAnalysis/systemDependenceGraph/cfgNodeFilter.h,drop,systemDependenceGraph missing in REX and dataflowAnalysis kept
63579bc98e3f266e2ce577b4eb21eedcb0965907,2025-05-14,(Policy) Remove tabs and replace with spaces.,src/AstNodes/Expression/SgBinaryOp.C src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C src/frontend/SageIII/sage_support/sage_support.C src/midend/astUtil/dependenceTracking/dependence_table.C src/midend/astUtil/dependenceTracking/dependence_table.h,pick-partial,Applied dependence_table.C and dependence_table.h tab fixes; other files already aligned
ccc0013ceb562fa9ca965dab6d1e40de994820c8,2025-05-14,(Policy) Fix header ordering.,scripts/policies/NoUsingInHeaders.pl src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/dependenceTracking/dependence_analysis.C tools/CodeThorn/src/CallGraphAnalysis.C tools/CodeThorn/src/RoseCompatibility.C,pick-partial,Applied header order fixes and policy threshold; skipped CodeThorn files as dropped
515db8279de7d4b15641255f341ea1e42485ec41,2025-05-14,(Ada) handle pragma main_storage as declarative,src/frontend/SageIII/sageInterface/sageInterfaceAda.C,drop,Ada support dropped in REX
6465f61f0ca344094c109db52b3d10b7869c4841,2025-05-14,(Release) Incremented version to 0.11.145.269,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
f469f15ec2c71aa88cc89e4cbfd7a61c3b17f075,2025-05-14,(Libadalang) Ada.Text_IO Subpackages,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangType.C src/frontend/Experimental_Libadalang_ROSE_Connection/ada_support.C,drop,Ada support dropped in REX
9d5d35240cd6378a74e40655c07d4b711bb6cff3,2025-05-14,(Libadalang) Fix subp names & check for subtype,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C,drop,Ada support dropped in REX
d7fd30c1441afffa25e23227fd5f0501a0893c64,2025-05-14,(Libadalang) Aspects; Attributes; Identifier Fixes,src/frontend/Experimental_Libadalang_ROSE_Connection/AdaMaker.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada support dropped in REX
3ae952157e0df0a36be5900aee5c5ea9727bb3f9,2025-05-15,(Release) Incremented version to 0.11.145.270,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
b947974d989ed9f81b7a112967f06e530d70d7d9,2025-05-15,(refactor) pass global var as parameter,src/frontend/SageIII/sage_support/cmdline.C src/frontend/SageIII/sage_support/sage_support.C src/roseExtensions/qtWidgets/ProjectManager/Project.cpp src/util/commandlineProcessing/commandline_processing.C src/util/commandlineProcessing/commandline_processing.h,drop,Ada handling and roseExtensions GUI changes dropped in REX
169207ee79687d7560b3cae6ffd73e3f9b8958d8,2025-05-16,(Release) Incremented version to 0.11.145.271,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
cfbfcd9adb68a1576705fcc5dd6fbbedefff115b,2025-05-16,(Locations) Add hash mechanism to source and binary locations,src/Rose/BinaryAnalysis/AbstractLocation.C src/Rose/BinaryAnalysis/AbstractLocation.h src/Rose/BinaryAnalysis/ConcreteLocation.C src/Rose/BinaryAnalysis/ConcreteLocation.h src/Rose/Location.h src/Rose/SourceLocation.C src/Rose/SourceLocation.h,drop,BinaryAnalysis dropped and Rose::Location files not present in REX
9238033d3cbc1baa07d795c118cad2b1d919e2d1,2025-05-17,(CICD) Add ACATS-Libadalang; Add backend compilers to CMake's rose-config,.gitlab-ci.yml cmake/modules/roseChooseBackendCompiler.cmake src/CMakeLists.txt,pick-partial,Added ROSE_BACKEND_C and ROSE_BACKEND_CXX compiler entries; skipped GitLab CI and Ada ACATS job
c3aa2c01b7bb5713aafbf0094f5488814cadc224,2025-05-17,(Release) Incremented version to 0.11.145.272,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
b3d53c11617944ea4123b4c8d3d2a52389b5965a,2025-05-17,(Jovial) Fix warning of dangling forward reference,src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,pick-partial,Removed forward reference warning and spacing tweak in SageTreeBuilder; skipped Jovial traversal file
32510390897c537ac9778be2b05d98b19bd69f54,2025-05-20,(Libadalang) Fixing Identifier,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C,drop,Ada support dropped in REX
8011027690c8603b46d69dfe0380eea43795f6c2,2025-05-20,(Jovial) Convert function ref to function call,src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial components dropped in REX
59481fe6a0e4813cc367a1463f00d415dfa2b5dd,2025-05-20,(Release) Incremented version to 0.11.145.273,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
c3d4ece1d0c441bf30c1c5d3179952c606d16be4,2025-05-20,(Engineering) Documentation and consistency for Combinatorics,src/roseSupport/Combinatorics.C src/roseSupport/Combinatorics.h,drop,src/roseSupport not present in REX
c469c0c8cca4818ec4466ef58f3390b520e2214f,2025-05-20,(Engineering) Fixed naming violations for Rose::Combinatorics,src/Rose/BinaryAnalysis/AbstractLocation.C src/Rose/BinaryAnalysis/ConcreteLocation.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C src/Rose/SourceLocation.C src/frontend/SageIII/sageInterface/sageInterface.C src/roseSupport/Combinatorics.C src/roseSupport/Combinatorics.h,drop,BinaryAnalysis and roseSupport dropped; SourceLocation.C not present in REX
c3b9befc44f7b89eb4ce82c280e3d6697e0b87d7,2025-05-22,(Engineering) Fixed compiler warnings,src/frontend/BinaryFormats/SgSharedVector.h,drop,BinaryAnalysis BinaryFormats dropped in REX
206a32cb867f3fef536b291cea2f4c3d27d6f2d0,2025-05-22,(Libadalang) Object Decls; Array Slices,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada support dropped in REX
3a2b6a4d71f1383e258c764cb59c8df1f289fb12,2025-05-22,(Jovial) Var Ref; probably frontend,src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h,pick,Forward var refs now handle multiple entries; multimap and equal_range updates applied
2666561f02e315a926855a8d4303164ba62d677e,2025-05-22,(Release) Incremented version to 0.11.145.274,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
6f0e16bed7ef50ae328719978bbc7ed9bcf5e585,2025-05-22,(Binary Analysis) Symbolic expr `userData` takes a const ref,src/Rose/BinaryAnalysis/SymbolicExpression.h,drop,BinaryAnalysis dropped in REX
c8da752917e2814656d4323681e75eecfdf20863,2025-05-22,(Binary Analysis) AbstractLocation can represent addresses wrt register,src/Rose/BinaryAnalysis/AbstractLocation.C src/Rose/BinaryAnalysis/AbstractLocation.h,drop,BinaryAnalysis dropped in REX
10e9457928ea92f39fabdb510b03ad5f2b31ada2,2025-05-22,(Documentation) Generate documentation for Rose::Snippet,docs/Rose/rose.cfg.in,drop,astSnippet directory not present in REX; removed stale mAstSnippet entries from src/midend/Makefile.am
cc08615509d0775e96956928cbbfd8fe4d3fc144,2025-05-22,(Binary Analysis) Fix null/empty dereferences for PE containers,src/Rose/BinaryAnalysis/Partitioner2/ModulesPe.C src/frontend/BinaryFormats/PeExport.C,drop,BinaryAnalysis and BinaryFormats dropped in REX
1ff0b51b14e7fd59444c0dc4e2cbf7dea5e3ad51,2025-05-22,(Binary Analysis) Avoid calling SageInterface::deleteAST,src/frontend/BinaryFormats/ExecGeneric.C,drop,BinaryAnalysis BinaryFormats dropped in REX
061889fae46144e4f8bdb5741195d47c00eff850,2025-05-22,(Binary Analysis) Fixed unprotected memory region unwrap,src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C,drop,BinaryAnalysis dropped in REX
792ad2ef122329acccf5ff798e9e934d9cf67518,2025-05-23,(Release) Incremented version to 0.11.145.275,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
5109936214671d6ccb032fdf706310b1f00d9f15,2025-05-27,(CIL) fix data with for parsing FieldRVA,src/frontend/BinaryFormats/CilImpl.C src/frontend/Disassemblers/cilgen/cil.json,drop,BinaryAnalysis CIL components dropped in REX
70a5a0ef3108ee61ebb65092cfcb1607c25c14d8,2025-05-28,(Release) Incremented version to 0.11.145.276,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
447d522ab2e508fccbe41f01869d8901fee4a2c9,2025-05-30,(C/CXX) Fix Rose::is_Cxx_language not being set correctly,src/frontend/SageIII/sage_support/cmdline.C src/frontend/SageIII/sage_support/sage_support.C,pick-partial,Applied C-only flag handling and backend -x c insertion; EDG command line block not present in REX
ba2fa8c728deb7368d262e7dc3051caf7f37829a,2025-06-04,(C/CXX) Support more command line options,src/frontend/SageIII/sage_support/cmdline.C src/frontend/SageIII/sage_support/sage_support.C,pick-partial,Added C language tracking and allow C standards with C++ suffix; EDG command line hunk not present in REX
ec8dc2c46b1bf9ff9bbcaa41679e041703199547,2025-06-07,(functional testing) SageInterface::insertStatement(),rose-tests.git,drop,Upstream tests repo change only
8cd69bf88e10960bef40e73ff4f20fade85b0f89,2025-06-07,(functional testing) insertStatement(),src/frontend/SageIII/sageInterface/sageInterface.C,pick-partial,Added insertStatement sanity checks; other formatting changes already present
b082fec105d9f213af465c30490c86e2929d76e6,2025-06-07,(sageInterface) new normalizeCaseAndDefaultBlocks(),src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface.h,pick-partial,Added normalizeCaseAndDefaultBlocks and insertStatement checks; omitted EDG specific comment block
8d6f1da1c0070f98312143c340fbb653f9572b99,2025-06-07,(configure) suppress distutils deprecation warning in Python check,config/ax_python_devel.m4,drop,Autotools inventory only; not ported to CMake
1729d3d6ea5019cda361966b293cc93e1cb80764,2025-06-07,(PrePostCondition) Extend SymbolicVal,src/midend/astUtil/prePostConditionAnalysis/PrePostCondition.C src/midend/astUtil/prePostConditionAnalysis/PrePostCondition.h src/midend/astUtil/prePostConditionAnalysis/PrePostConditionAnalysis.C src/midend/astUtil/prePostConditionAnalysis/PrePostConditionAnalysis.h src/midend/astUtil/symbolicVal/BooleanOperators.h src/midend/astUtil/symbolicVal/CMakeLists.txt src/midend/astUtil/symbolicVal/Makefile.am-recursive src/midend/astUtil/symbolicVal/Makefile_variables src/midend/astUtil/symbolicVal/SymbolicOperator.C src/midend/astUtil/symbolicVal/SymbolicVal.C,pick-partial,Applied BooleanOperators and SymbolicVal updates; skipped prePostConditionAnalysis files not present and autotools Makefile changes
db490d99d349ced620189003e4081ecd32836868,2025-06-07,(Release) Incremented version to 0.11.145.277,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
f92dcd35453382f97e74ea55ec178c39f8cbec9f,2025-06-10,(TestabilityGrader) Improved Statistics,src/midend/programAnalysis/ReadWriteSetAnalysis/LocalRWSetGenerator.C src/midend/programAnalysis/ReadWriteSetAnalysis/ReadWriteSetRecords.C src/midend/programAnalysis/ReadWriteSetAnalysis/ReadWriteSetRecords.h src/midend/programAnalysis/ReadWriteSetAnalysis/TestabilityGrader.C src/midend/programAnalysis/ReadWriteSetAnalysis/TestabilityGrader.h src/midend/programAnalysis/ReadWriteSetAnalysis/VxUtilFuncs.C src/midend/programAnalysis/ReadWriteSetAnalysis/VxUtilFuncs.h tools/ReadWriteSetGeneration/TestabilityGraderMain.C,drop,ReadWriteSetAnalysis and ReadWriteSetGeneration dropped in REX
8d433dbebffb863e147c35be7f578c59d060043c,2025-06-10,(Release) Incremented version to 0.11.145.278,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
9848ae421829074affc2875f858abad6120a2a0e,2025-06-11,(Unparser) Fix issue with incorrect typeid unparsing,src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C,pick,Handle typeid type expressions without double parentheses
979a8eb6f6b30c780d7fff7cf487c2169f05e5cc,2025-06-11,(Release) Incremented version to 0.11.145.279,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
e2c1655889f571eafa1d3e89f85907ac544ca9fe,2025-06-11,(LocalRWSetGenerator) Added Template Instantiation suggestion,src/midend/programAnalysis/ReadWriteSetAnalysis/LocalRWSetGenerator.C src/midend/programAnalysis/ReadWriteSetAnalysis/LocalRWSetGenerator.h tools/ReadWriteSetGeneration/LocalRWSetGeneratorMain.C,drop,ReadWriteSetAnalysis and ReadWriteSetGeneration dropped in REX
9ad302d6b4e9f6a95c485d6f93e56acbfbf3b3b1,2025-06-13,(Release) Incremented version to 0.11.145.280,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
a1abda662fe60c49dc35318cda6f629a18a9f6fb,2025-06-13,(Binary Analysis) P2 semantics peekMemory avoids side effects,src/Rose/BinaryAnalysis/Partitioner2/Semantics.h,drop,BinaryAnalysis dropped in REX
862cac0ffd2315a47a4e4e81b1f18c473c928d7e,2025-06-13,(Binary Analysis) ICF improvements,src/Rose/BinaryAnalysis/Partitioner2/BasicBlock.C src/Rose/BinaryAnalysis/Partitioner2/BasicBlock.h src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.h src/Rose/BinaryAnalysis/Partitioner2/JumpTable.C src/Rose/BinaryAnalysis/Partitioner2/MemoryTable.C src/Rose/BinaryAnalysis/Partitioner2/MemoryTable.h,drop,BinaryAnalysis dropped in REX
497c06b423e5023b68633444edcfe471cf3f95c6,2025-06-13,(CMake) Fixed libdwarf and libelf detection,CMakeLists.txt cmake/rosePublicConfig.h.in.cmake cmake/rose_config.h.in.cmake,drop,libdwarf and libelf support tied to dropped BinaryAnalysis
38b616cbd3f54732d0662a0376a84fc837f89b1c,2025-06-13,(Support) --version-long prints more configuration info,cmake/rosePublicConfig.h.in.cmake cmake/rose_config.h.in.cmake src/roseSupport/utility_functions.C,drop,src/roseSupport not present in REX
df9783f2480e5dabfa2e40a89d6da406cf925c2b,2025-06-13,(Binary Analysis) SymbolicExpression::toString takes formatter,src/Rose/BinaryAnalysis/SymbolicExpression.C src/Rose/BinaryAnalysis/SymbolicExpression.h,drop,BinaryAnalysis dropped in REX
c8c75d337a1f512897171a5daf160fb8c4696a52,2025-06-14,(Jovial) Singleton status table,src/backend/unparser/JovialCodeGeneration/unparseJovial_statements.C src/backend/unparser/JovialCodeGeneration/unparseJovial_types.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial components dropped in REX
c7a3ce946b08b595c48bd3d262e2c9322c5b50d5,2025-06-14,(Engineering) Fix compiler warnings issued by (Apple) clang,src/Rose/BinaryAnalysis/Disassembler/Jvm.C,drop,BinaryAnalysis dropped in REX
b12df84f4b8837e117ae4152114e920b48f8af6c,2025-06-14,(Release) Incremented version to 0.11.145.281,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
ba32b843dc49ca9540a5d0634fdab533a6a27503,2025-06-14,(Jovial) Partial include not grabbing table item,src/frontend/Experimental_General_Language_Support/ModuleBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,pick-partial,Applied ModuleBuilder modifier type handling; skipped missing SageTreeBuilder hunk and Jovial traversal file
db73cf79dc2c70f03c5672772b3d76534c62029b,2025-06-15,(Release) Incremented version to 0.11.145.282,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
bcc30b92abef5927e36a1584e9519ddfb5ed3c64,2025-06-18,(CMake) Fixed some issues with configuration macros,Tupfile cmake/rosePublicConfig.h.in.cmake cmake/rose_config.h.in.cmake src/rose.h,drop,CMake config files not present in REX; Tup inventory only; removed astVisualization comment references in src/rose.h
3ece98872f73145072e2cb6dba2f35af8e534e5d,2025-06-18,(DWARF) Enabled compilation and fixed compilation errors,src/CMakeLists.txt src/Rose/BinaryAnalysis/Dwarf/Dwarf.C src/frontend/SageIII/dwarfSupport.C,drop,BinaryAnalysis DWARF support dropped in REX
31c3872d5fff0bd4b354f5e18e990edd01f449d5,2025-06-18,"(Tup) ROSE is installed in ""latest-debug"" for ""-Og""",scripts/tup/install-staged,drop,Tup scripts dropped in REX
96603712a8ef658500618a84180d251a6e42cae3,2025-06-20,(Jovial) Status shadowed on procedure call,src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial components dropped in REX
53916d373c5a150101f7a4991dabc972f672b144,2025-06-20,(Jovial) Status shadowed on procedure call,src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial frontend dropped in REX; enum matching used only for Jovial.
65ae28d79e26849c317961c701320081cf72f129,2025-06-20,(Jovial) Status shadowed on procedure call; match formal types,src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C,drop,Jovial-specific argument type matching not needed in REX.
